visitorid,cluster,umap_x,umap_y
1394911,5,-1.2009506,-11.489815
260094,5,0.12722635,7.1821327
277040,0,-1.3756886,-4.0630198
618056,0,-3.7911797,-12.454018
857457,5,-0.93525076,21.666403
223831,5,-23.71643,5.791482
709569,5,-6.2008266,-5.786626
550599,5,11.830259,5.869566
547873,5,-8.372716,-17.130434
1063267,5,-10.372984,9.291477
561416,5,11.017631,-0.17728376
897142,3,-6.413204,-25.46111
104235,5,-1.7945442,8.463324
1134193,5,6.0647545,6.0413857
723787,5,-11.122743,7.9789276
421782,5,-6.622793,12.431893
1318831,0,-14.879066,-3.592785
1332095,3,-9.2582035,-8.025566
1300341,5,7.1427336,-14.6616535
1246587,5,-19.653938,18.244545
460647,0,-18.670874,-17.773716
1226577,0,-7.750828,-28.89094
439727,0,2.2805023,-156.95355
433357,5,-4.9664364,-7.7709627
155956,5,-10.591652,4.2132244
100980,5,17.189545,12.041394
1023898,5,-21.591484,-5.2083926
1102634,5,12.861481,-8.208416
1234633,5,-16.841461,2.6352897
797348,0,-18.868649,-9.163239
759260,5,5.8147783,26.447624
1113186,5,15.799078,12.900852
458987,5,2.095809,12.807131
947128,5,17.127182,5.369646
154574,5,11.14268,6.900982
165980,5,-15.060051,-7.8804636
1122747,5,14.408337,11.978981
1140502,5,-8.638342,7.7602997
243866,5,1.1741657,4.791401
76726,5,5.9397984,10.1663685
252453,5,-7.825884,4.4321976
698270,5,-22.68512,-8.583614
387309,5,4.252136,12.822887
1124742,5,-14.138313,4.8539195
1358822,5,9.189596,15.588388
1360059,5,7.642658,-14.489897
73191,5,-6.5133367,1.1507978
1336187,5,-19.66962,12.588353
409780,5,3.4865665,8.369463
163675,5,-10.857132,-0.13040972
1052201,0,-20.031937,-16.141214
608481,5,-4.247943,-13.021093
792896,5,-23.919613,13.228804
1388784,5,4.283414,10.40106
929895,5,-4.5291576,-4.2865753
1045605,5,-2.5758915,5.2290688
388646,5,5.8301396,5.557125
1226586,5,3.986536,-10.927223
590337,5,-0.888546,4.041363
530348,5,-15.185314,14.697647
466898,5,-7.0290604,17.713413
584354,5,-19.41965,-5.3960333
516407,5,-19.076056,-18.67735
955486,4,-12.769323,-10.80551
1212616,5,17.096,8.603809
1168546,5,-4.872735,5.978983
432469,0,-6.36012,-28.765919
356065,5,0.14280128,15.541267
1299606,5,-29.869019,-43.204216
1100561,5,-2.6541758,2.6820998
259136,5,10.439785,-6.7554307
1064968,5,3.0489845,-2.7864223
1173369,5,-0.8727522,8.978883
1278289,0,0.18664074,-19.563
1094230,0,-5.197605,-13.282188
146088,5,-3.0759163,17.21337
78910,5,10.986315,-6.6772566
378094,5,9.78347,9.666393
861021,0,-5.6804276,-4.2943726
1063622,5,-17.966658,12.416387
27734,5,-18.685186,-10.692909
1324509,5,1.6428227,-2.1461067
687043,5,-22.49395,-56.95436
435903,5,-7.435383,13.2603855
610383,5,-11.857241,-7.396002
1394401,5,-8.96657,-22.505451
855963,0,-19.808392,-13.210117
208499,5,18.205328,-4.802354
210597,5,-6.153881,-9.880411
1076778,5,-29.759605,-43.188667
530906,5,-18.372776,-5.661537
7379,5,3.4084263,6.2292185
981036,0,7.8273935,-14.062996
1114262,3,-15.388554,-22.555729
1071889,5,-6.4195595,-3.0365396
567739,5,4.361718,5.6662836
624842,5,-17.919827,-5.1461363
831745,5,4.970916,-1.4898291
1322030,5,-9.278898,4.432293
447454,0,9.780468,-21.875313
1526,5,-12.341534,17.385063
1328678,3,-10.984342,-13.001467
304532,5,2.502242,-18.380331
234924,5,-24.810455,0.9007721
885256,5,-14.5602455,16.275854
1269699,5,14.549055,4.650824
794137,5,-15.638513,3.5413532
1368321,5,-24.716461,2.7134356
1263274,5,16.033333,2.85399
277572,5,15.236503,-6.880365
436677,5,-1.7166257,11.932047
1282849,5,-7.9978333,17.103937
973807,5,12.173931,14.182022
311419,5,5.424064,3.4321585
1382802,5,-6.7480516,18.479122
1268665,5,-22.947144,-56.6886
476920,5,7.4709797,-11.286646
660324,3,-11.139345,-10.585328
1128364,3,-8.570366,-1.943408
945459,5,-2.700953,7.557189
449120,5,-11.1071,-3.7865481
207849,5,-22.822067,-56.626053
1095435,5,14.033361,3.3383303
1004940,5,14.939828,-4.8491516
882861,0,7.686572,-14.562752
984368,5,2.2367039,3.7913961
1301958,5,14.017802,4.6509047
296595,5,-28.79094,-41.344757
1254705,5,-7.2789726,10.94778
337145,5,13.5960655,-10.552226
1263339,5,-7.778919,4.728956
576074,5,-1.1852646,-4.1614237
287704,0,14.4366455,-16.297173
28083,5,-5.8571672,-1.6616716
816827,0,4.2336974,-21.766172
1031681,5,-12.013296,20.744558
1245913,0,-11.342605,2.5847502
442602,5,7.986349,-2.7709274
449729,5,9.173861,-10.364871
492098,5,-4.372809,6.150772
622543,0,11.233775,-21.016083
64970,5,-15.482117,-10.692849
862218,5,-28.21267,-41.31361
794768,1,0.22377014,-22.284504
1212208,5,-19.747614,-4.380479
317864,5,2.1270943,10.135137
1386135,0,-14.81662,-3.8585262
453632,0,-6.0707016,-3.9973717
879153,5,-27.310295,-2.7242985
670234,5,8.48649,-16.880508
464305,5,-5.9509516,7.213294
249485,5,-11.794619,-20.489655
610179,5,4.4553013,6.4789095
863489,5,-13.060297,18.15076
419280,5,-22.52526,-56.938538
1334789,5,6.189685,3.260147
432478,5,-2.6697254,-12.349251
1254433,0,-5.9613724,-4.0442467
114049,5,18.127176,10.82277
724389,5,15.127154,-12.2712555
1272025,5,-0.29473686,-2.0209427
395508,0,-18.758911,-9.16325
984035,1,-9.534534,10.914295
1012285,5,0.6113739,11.119625
718706,5,-20.794733,-12.692962
1266763,0,-3.760048,-12.48539
1318238,0,13.545972,-17.000408
251219,3,-11.804652,-17.758614
733484,0,-18.759018,-9.084999
555640,5,-21.575684,12.197602
401149,5,2.5959768,-15.927109
180852,5,4.4086266,12.681906
484478,5,-8.044738,4.6196575
1013739,5,-15.138313,14.900961
947427,5,-29.931293,-40.032173
29603,5,-15.810272,-18.349297
326259,5,-4.747802,11.385117
645916,5,-7.6540337,-18.348986
119746,5,11.142832,4.838251
692216,5,13.080206,-14.411614
965999,0,2.1865814,-22.625412
754228,5,2.3771858,-9.895965
1258414,5,-15.466606,-1.3490639
1160120,5,9.611715,3.1038337
1308693,5,5.3147793,5.0728683
1087637,0,-2.2039099,-17.484663
1260581,5,-8.57596,-3.9896498
845207,5,9.1115055,3.9943738
1070945,5,10.455248,1.8070431
240591,5,13.752136,-14.036722
758773,5,6.7052765,17.009949
1254477,5,18.221016,-10.177107
337912,5,14.67404,-4.646003
649272,5,-15.482103,-2.5366535
891635,5,-16.513525,7.3696866
802875,3,-14.403212,-17.905153
200557,5,-6.9510365,-3.6615524
545517,0,-10.953991,-17.062748
999686,5,-29.212624,-41.360435
1391768,0,-1.15697,-28.422295
761756,5,-27.759502,-40.688538
1012220,5,-22.653996,-9.770905
749124,5,9.25219,-0.7865772
1113548,5,5.5803137,5.978856
675624,5,13.34603,-11.22415
298191,5,-0.71660805,18.307241
633858,5,10.28341,16.306957
837397,5,2.4397335,11.635155
243797,5,-5.9509544,-15.9740715
594764,3,-17.564724,2.620019
966107,5,-13.294588,3.2290077
371420,5,4.5803595,1.9008532
1129001,5,-18.56012,3.1508818
951850,3,-11.41357,12.704634
919745,5,-16.935217,-12.021128
799205,3,-14.18104,-6.963068
1286981,0,-5.7778015,-11.063107
244192,5,6.6272774,15.025871
1061024,5,-28.025085,-41.048096
90859,5,-17.653976,18.197893
247689,0,4.3429575,-20.18795
557371,5,-5.5602875,-6.64608
1336956,5,-4.5759315,5.322791
367600,5,-20.513317,5.3383846
719558,5,-21.450815,10.104081
111321,5,-14.763311,6.7914276
608555,5,7.7521725,13.166498
383894,1,-12.267146,-16.195053
974609,5,-24.263378,4.2289944
111439,5,14.03337,6.4947414
1003552,5,1.4082947,1.1508179
105808,5,-29.181257,-42.673008
332621,5,-0.68531513,7.150899
498159,3,-7.5035763,-15.12179
55697,4,-11.853947,-9.180346
446328,5,-3.9665189,19.463276
954645,5,-5.2947216,-8.443006
220987,5,-28.341454,2.838344
944458,5,4.0802975,6.7289314
812324,0,-18.530066,-17.55502
570336,1,0.11423397,-22.39382
90478,5,-8.216424,5.510251
1349915,0,-1.5789089,-20.172335
1109974,5,6.080285,18.338326
8106,5,-3.2788763,25.353771
315648,5,6.90841,10.666448
734425,5,8.220924,3.9007702
702400,5,-8.575914,22.541454
965730,5,2.7522058,13.369803
1107604,5,15.59585,7.5571737
341937,5,-3.497858,3.8540163
381703,5,-0.4821434,13.494641
1314421,0,-6.055107,-3.8567162
849178,0,-0.8600807,-21.109621
961801,5,-8.278997,10.869349
578994,5,3.4707603,12.1352
998730,5,0.1428194,12.057249
66381,5,-28.822023,-40.67314
892813,5,8.658367,18.432152
663014,5,8.783501,6.869685
123502,5,-10.013502,6.307228
961856,0,-7.1020355,-6.138008
470674,3,-10.403866,-16.29065
883439,5,-12.716609,8.041464
747602,5,6.423994,-17.380564
123921,5,-21.028728,10.088407
495465,5,12.095831,8.947614
1083708,0,-3.7040157,-23.641022
517171,5,9.142932,2.6194534
845023,5,-1.5915737,10.58831
98128,1,-7.572548,-7.594515
722761,5,-9.763439,3.9477606
1219929,5,13.080221,-13.020952
827217,3,-7.0145226,-12.312582
376115,5,-15.607258,-4.8335285
726629,5,-19.450851,-15.911546
359042,5,-15.497807,-5.6928353
974753,3,-9.229591,-7.6652145
1003090,0,-10.203899,-17.42219
52217,5,2.0801563,10.025775
818576,5,-1.1852932,-20.520905
46160,5,2.4240303,12.26025
220722,0,-6.1177597,-3.6691513
119837,5,6.7053757,5.369567
70804,5,-24.669758,10.447699
79939,3,-10.572889,-9.331274
184221,0,-18.576963,-17.680008
493850,0,-6.242676,-3.6849327
1240195,5,-17.07585,-5.114851
1323991,3,-9.246248,-7.6034374
1183574,5,4.0177097,-17.03672
933529,5,9.674061,-6.0522165
335533,0,-5.686676,-21.088982
1103911,5,-3.8573074,12.5415325
1367391,5,7.45527,7.2915325
799724,5,-3.9822035,9.291418
231433,5,-21.607128,0.6038141
1368469,5,-0.029222488,6.61961
949851,5,-4.982198,7.8694515
698946,5,-16.4511,14.463241
1221261,0,-18.790249,-9.1320305
245372,0,-5.793398,-11.094427
451092,0,-7.6726065,-23.188007
617803,5,1.1273174,-9.755473
1187218,0,-13.391495,-18.875446
1173869,5,-16.575798,11.932087
585612,5,-10.2947645,-2.7863579
503893,5,1.6272988,21.4477
391546,1,-7.9271603,-10.042725
832193,0,-4.2599983,-12.157223
543619,5,-22.618774,-56.68849
652454,5,-16.32606,6.8383894
188819,5,9.658464,-5.0834236
1312102,5,-14.88833,8.697815
337104,5,-15.32591,2.9164739
187203,5,18.548952,2.932404
1238076,5,-4.8104,1.6196375
209811,5,-15.029118,0.46318436
141079,5,7.627219,8.6976185
534603,5,3.6271095,1.4164548
473780,0,-5.0257874,-13.485359
1160484,5,1.0020251,16.385359
781454,5,-12.669673,15.30711
725656,5,-25.935299,2.6196494
1009634,5,4.5177937,17.729057
866409,5,-19.23211,-1.9115772
611359,5,3.9553213,16.744629
890871,5,-9.622841,24.307144
1275357,5,-21.388397,0.43205643
19724,5,1.283597,10.228897
1297966,5,-12.310233,-1.3804717
1245147,5,-24.669678,-4.411526
388425,5,4.8928876,-8.661533
1081022,5,5.455236,10.900871
661884,5,9.377213,13.400795
1234703,3,-7.5818024,-14.871817
374155,5,-1.2008405,9.322625
256533,5,13.017728,4.0882354
396008,5,-21.279177,1.807087
600907,5,9.11145,7.4164877
1244473,0,-11.703972,-26.406614
785518,5,3.3459864,-8.786732
70984,5,-17.450958,2.463523
709698,5,15.392725,-9.849283
14689,5,-3.310317,6.8226967
74086,5,0.73660755,-11.8334255
1192039,5,17.8146,-0.94289494
112105,5,-12.654181,3.1040478
111330,5,-12.201,4.635186
1049434,5,-11.654139,21.385056
640488,0,1.4836302,-10.312969
1005447,0,-9.610212,-22.2816
16356,5,-16.91956,0.4008875
731484,5,-13.263361,20.260109
1034347,0,-21.82074,-15.138016
449307,5,9.455402,6.1040416
815773,5,-26.603275,-38.844776
71788,5,-28.197008,-40.2043
323781,5,-28.618835,-42.563652
729315,5,7.502056,20.682135
1112173,5,9.986628,17.197815
597005,5,-23.544617,13.119651
1238346,5,0.83041096,-2.9741545
1119804,5,-28.884506,-42.829075
1099680,5,1.9711361,2.354082
771283,5,-25.775198,-41.36051
498722,5,9.955186,16.432192
1029186,5,4.9240007,-0.8180332
222555,5,-14.575777,-12.958345
1203346,5,-1.7165856,-3.2240353
1395160,0,-11.719582,-13.610002
147242,5,-6.029178,-18.302155
495939,5,-21.216457,-3.9742188
903718,0,-14.660423,-3.8741207
788179,5,-5.185089,5.4320517
1028695,5,-17.341557,5.8850985
168531,0,-18.546055,-17.648743
760301,3,-10.279875,-10.852213
1361816,5,11.705231,10.791515
1114429,5,8.314706,0.36957073
1242304,5,0.56463337,13.38525
812340,5,10.439739,10.807146
3858,5,9.939545,-6.4428425
24404,5,-4.6696453,6.6509295
904471,5,-30.509613,-41.219723
835905,5,-1.6383805,-4.958444
1083631,5,3.2518911,2.2133589
363726,5,-5.529167,4.6196632
1326161,5,-20.216526,-8.583677
51953,1,3.258422,-15.578133
483133,5,-1.4196801,14.057052
734024,0,-18.899765,-8.99155
880352,5,-4.4041147,-26.755455
967343,5,17.90831,-8.849182
235675,5,-20.888374,9.13513
1278160,5,10.814446,-3.0678978
1312763,5,-9.638376,10.369562
750913,0,-5.570504,-3.5130491
62882,5,-10.591572,-5.177206
1161665,0,-4.182083,-12.204102
119657,5,-30.38441,-40.42291
67757,0,-19.170624,-0.099196434
1389636,3,-9.597642,-7.263501
747952,4,-10.374772,-8.324424
387010,5,18.127182,1.6977015
1233846,0,-3.8225555,-12.500996
357249,5,15.423986,5.9008207
876392,5,-21.825962,-3.3491306
1229313,5,-29.603348,-40.532265
283957,5,-6.6385098,7.728998
956513,0,-13.063133,-14.094109
511864,5,-10.622875,-23.911602
1233676,5,-0.060356617,-0.5054302
111493,5,-29.040869,-41.048046
300869,5,-26.056313,-40.079205
522088,5,13.627241,-0.4272709
650764,5,-4.419791,3.5100775
418467,5,-4.497674,21.33836
780022,5,-14.3729515,7.2289762
332623,5,4.0802603,3.0571947
626041,5,-4.0133734,4.7913113
1041250,5,3.6897478,4.307052
191810,5,-4.716467,-24.20857
153096,5,19.424122,11.931971
121753,5,1.2054186,3.932188
1073621,5,6.580347,15.166437
281670,5,10.955193,10.510175
841187,5,2.4241266,-2.6301842
36271,5,3.3614845,-1.2084694
702098,5,-7.685194,-24.06795
421735,5,-8.9352,8.885074
610066,5,2.0021963,16.791517
920009,5,0.15830517,21.228928
70905,5,-14.26339,2.259914
363268,5,9.017807,-8.880425
96815,5,-12.560254,2.650756
538283,5,-14.153954,3.978754
318045,5,-6.0135336,-4.130434
1170636,5,-28.056469,-41.23549
1390091,5,4.486664,3.4633474
202309,5,-13.075989,12.635054
420454,5,15.955328,10.900703
111148,5,-16.388384,-6.4272213
819937,5,-6.1383314,-6.708552
1321424,5,-3.9040356,0.10405445
591940,5,-29.2127,-42.76674
909244,1,-7.5087814,-5.531496
691697,5,-6.9665527,-20.895897
1301118,5,6.189514,-17.864717
434702,5,15.049039,-7.224108
459591,5,8.892969,-10.724091
260817,5,5.455214,11.697749
777642,5,5.3145328,15.228975
1004960,5,19.158405,2.1820345
579948,5,14.674259,-3.7240381
1176997,5,-5.857294,15.697727
1219119,5,-28.3378,-42.297844
446958,5,4.0178156,2.0259647
443268,5,-25.075773,2.3539696
1031995,0,-3.7820058,-26.500385
1369555,5,-26.994045,-40.094944
554255,5,11.517823,11.854163
801140,5,10.767782,2.1663246
1079269,5,-17.591555,5.682001
910115,5,-13.732221,9.260254
604254,0,6.577389,-26.813137
1253690,5,-10.62285,20.838331
1221464,3,-7.5661583,-15.074894
646534,5,3.2676563,16.104147
849751,5,-3.9196482,-4.427191
1328316,5,-2.4041095,1.0414243
920386,5,3.6895819,12.025884
1185540,5,-4.5916295,15.541424
858826,5,-6.8882704,-2.786625
1128994,3,-23.03605,-8.2515545
86179,0,-18.85268,-9.069408
1142842,5,-13.481954,23.869501
1375682,5,3.5177932,-7.6773663
1262354,5,-28.603344,-43.626106
97203,0,-5.945877,-4.2160645
1390947,5,2.267601,12.432064
129210,5,-1.0758176,3.1509466
32071,5,-5.1384287,-17.583467
1096834,5,-27.294685,0.68203783
639404,5,-2.732174,11.74428
256266,5,15.470788,-6.849018
482456,5,9.5020685,-1.5677271
15795,0,3.9898224,-25.719872
687822,5,4.4554243,24.11951
81121,5,12.673995,4.6663275
1160963,0,-7.2820463,-25.922321
141892,5,6.4240847,14.29147
69819,3,-11.470791,0.33657074
496656,5,17.877008,9.83848
1395415,0,2.8585176,5.6402125
517893,5,-1.9822063,7.19777
785082,5,-29.025206,-42.047928
240481,5,-16.513535,-3.8179178
175807,5,-12.028997,14.682117
412539,5,-9.435284,12.494441
1076458,5,-28.806488,-40.829308
140202,5,2.220972,1.9633913
297333,5,13.502298,17.713463
1266650,5,8.580215,5.46336
990847,1,-8.271401,-8.922991
1270885,5,11.939524,7.385193
1281639,5,-7.294626,-12.458537
578167,5,-14.544691,8.103911
1215721,5,6.2834682,-1.3959608
678759,5,3.1898766,8.541529
197065,5,-7.872711,-10.208711
694154,1,-9.197231,-13.75098
800285,5,-1.5291166,15.447816
1325683,0,4.624291,-21.25045
287477,5,6.783432,0.58849955
603594,0,-4.047687,-13.141176
583158,5,0.5335412,11.275843
866379,0,-4.2914658,-11.969654
1209114,5,-13.966707,19.86969
707878,5,8.439863,4.4007826
306482,5,8.611416,1.0258198
144076,0,-6.133194,-3.6222572
287612,5,18.51777,-3.458479
630435,5,5.517787,18.791351
426096,5,-6.9196143,20.30717
482476,0,-5.670933,-21.104687
622693,3,-5.5867233,3.9237661
780969,0,-1.1882782,-29.59425
383916,5,12.767712,14.447845
389385,0,-18.982983,0.13495827
1013517,5,12.392756,-1.8646669
603736,5,4.4083605,20.775799
1249465,5,3.3146372,16.994476
1359982,5,-2.3884115,3.088541
1016139,5,-17.85733,11.510239
902616,5,-16.2166,-2.7398438
545270,5,0.47101116,12.041414
1085159,5,0.78344727,-18.364752
1208174,5,0.6270921,-0.677268
919440,5,-11.419678,-0.5680027
1283442,5,-8.966504,4.244422
1072094,5,7.0804434,1.9320383
1057227,5,17.595901,15.557059
256791,5,4.7209415,-13.78664
578108,5,11.892708,-7.6928625
150391,3,-9.484869,-7.5119934
1304543,5,-21.278946,-3.0678635
55827,5,18.361422,-2.6615014
212870,1,-8.41757,-8.349326
1140527,5,5.533429,19.728855
1189979,5,3.6583438,9.682
263142,3,-13.4193325,-13.519107
1397638,5,8.752317,-2.1929054
359592,5,-3.466443,-5.0210915
1110144,5,1.9084215,14.682009
119690,5,10.580248,4.150871
1082688,5,-20.294365,-4.489794
111594,5,-10.43519,9.603884
802874,5,-0.90400314,15.869427
536715,0,-6.3988876,-3.8566933
732699,0,-3.9006271,-12.282051
937840,5,-10.763456,-2.2086396
248307,0,-13.516294,-22.125385
438087,5,-28.13465,-40.673138
1138943,0,-2.953783,-22.156765
1402985,5,-5.7320566,4.6820917
447527,0,-4.041424,-12.407242
1117598,5,4.8770123,-8.911703
27892,0,1.2024248,-24.547161
327957,5,2.5492144,26.166481
775665,5,8.408157,8.275629
1385601,5,-29.197157,-43.297874
451045,5,-23.107178,7.3852415
1281095,5,-1.9040985,4.9478683
68864,5,-23.732122,-12.192873
1362813,4,-9.395385,-8.088257
1296913,0,9.405371,-10.859788
117978,5,-1.1697464,12.791388
389808,5,5.924123,-17.958494
1367657,5,-28.118738,-41.01688
1115111,5,10.330272,-16.161688
703265,0,1.639817,-26.469282
27684,5,-12.575842,6.2133923
1003942,5,-15.435162,-7.5678673
438244,5,-5.9820557,6.963337
197945,5,-2.6541424,21.400799
1401799,0,-5.4678345,-21.260891
1155298,5,-6.3884583,25.416336
855070,5,-4.2790837,5.369541
332180,5,8.0177965,12.22905
1132825,3,-11.454956,0.30525494
1219474,0,-4.4632416,-11.875969
1206067,5,-20.88831,-8.005355
1215120,0,-1.1726742,-22.422228
503062,5,-12.4975815,6.9945345
1256933,5,1.2521815,-2.7084522
1243107,5,16.595865,6.0101776
310248,0,-3.6038551,-11.579146
35021,5,-20.404076,7.0727453
954527,5,-29.290726,-41.688736
1112383,0,-5.2427616,-3.3723478
382069,5,-5.1070547,6.697708
1113717,5,9.517717,11.713234
1141434,5,-9.169767,8.244741
289818,5,-24.654102,-5.3959026
35033,5,-11.576014,-4.114769
1100353,5,1.0334258,-4.849025
834136,5,10.330247,20.291283
1249249,5,-28.993881,-39.96967
1317955,5,-16.935108,7.9788
170268,3,-15.84166,-14.908176
140693,5,4.3461466,8.260316
183169,5,8.736549,-16.411543
462823,5,-28.134459,-40.766823
104894,5,-9.450878,23.94776
1338502,5,10.002105,8.369646
1059064,5,-28.056517,-41.282326
1159426,5,-4.18528,2.9164515
447831,5,12.236519,21.322607
1113502,0,-18.655132,-17.742615
907777,5,-1.0602274,1.6976705
287056,5,-24.872713,6.0881805
51847,5,-3.9041977,-4.411475
1248021,0,-5.228897,-13.578957
1045095,5,-24.966564,5.416514
461602,5,-2.3259697,2.3696656
216076,5,6.3770924,19.541487
918108,5,3.1584024,-12.942931
318602,5,18.017872,-10.724388
454164,5,-29.15023,-41.360497
337196,0,12.717931,-5.21945
1276858,5,-16.982128,13.650749
358728,5,3.298798,10.47888
982079,0,6.3430157,-20.656803
1105575,5,-3.388363,-14.068005
1271273,5,-23.919737,9.150902
982720,5,-13.966728,13.681908
63643,5,-1.5603652,2.8539934
